graph,order,size,time,iterations,error,technique,tolerance
"web-BerkStan","685230","7600595","236.459","16","0.0076154","pagerankL1Norm","0.005"
"web-BerkStan","685230","7600595","74.46","5","0.10215","pagerankL2Norm","0.005"
"web-BerkStan","685230","7600595","45.383","3","0.21686","pagerankLiNorm","0.005"
"web-BerkStan","685230","7600595","352.868","24","0.0015644","pagerankL1Norm","0.001"
"web-BerkStan","685230","7600595","953.307","65","8.2616e-7","pagerankL2Norm","0.001"
"web-BerkStan","685230","7600595","59.604","4","0.14319","pagerankLiNorm","0.001"
"web-BerkStan","685230","7600595","411.741","28","0.00073284","pagerankL1Norm","0.0005"
"web-BerkStan","685230","7600595","994.964","65","8.2616e-7","pagerankL2Norm","0.0005"
"web-BerkStan","685230","7600595","90.156","6","0.076068","pagerankLiNorm","0.0005"
"web-BerkStan","685230","7600595","552.31","37","0.0001389","pagerankL1Norm","0.0001"
"web-BerkStan","685230","7600595","967.305","65","8.2616e-7","pagerankL2Norm","0.0001"
"web-BerkStan","685230","7600595","164.39","11","0.021985","pagerankLiNorm","0.0001"
"web-BerkStan","685230","7600595","609.934","41","0.000067217","pagerankL1Norm","0.00005"
"web-BerkStan","685230","7600595","967.599","65","8.2616e-7","pagerankL2Norm","0.00005"
"web-BerkStan","685230","7600595","208.93","14","0.011536","pagerankLiNorm","0.00005"
"web-BerkStan","685230","7600595","758.904","51","0.000010879","pagerankL1Norm","0.00001"
"web-BerkStan","685230","7600595","967.547","65","8.2616e-7","pagerankL2Norm","0.00001"
"web-BerkStan","685230","7600595","327.735","22","0.0023007","pagerankLiNorm","0.00001"
"web-BerkStan","685230","7600595","818.985","55","0.0000051492","pagerankL1Norm","0.000005"
"web-BerkStan","685230","7600595","966.768","65","8.2616e-7","pagerankL2Norm","0.000005"
"web-BerkStan","685230","7600595","397.581","27","0.00088555","pagerankLiNorm","0.000005"
"web-BerkStan","685230","7600595","939.391","64","0","pagerankL1Norm","0.000001"
"web-BerkStan","685230","7600595","1188.296","81","0.0000011124","pagerankL2Norm","0.000001"
"web-BerkStan","685230","7600595","543.599","37","0.0001389","pagerankLiNorm","0.000001"
"web-BerkStan","685230","7600595","998.766","68","5.7067e-7","pagerankL1Norm","5e-7"
"web-BerkStan","685230","7600595","7303.53","500","0.0000010904","pagerankL2Norm","5e-7"
"web-BerkStan","685230","7600595","600.719","41","0.000067217","pagerankLiNorm","5e-7"
"web-BerkStan","685230","7600595","1157.248","79","0.000001103","pagerankL1Norm","1e-7"
"web-BerkStan","685230","7600595","7300.548","500","0.0000010904","pagerankL2Norm","1e-7"
"web-BerkStan","685230","7600595","747.366","51","0.000010879","pagerankLiNorm","1e-7"
"web-BerkStan","685230","7600595","1230.517","84","0.0000010758","pagerankL1Norm","5e-8"
"web-BerkStan","685230","7600595","7301.386","500","0.0000010904","pagerankL2Norm","5e-8"
"web-BerkStan","685230","7600595","805.816","55","0.0000051492","pagerankLiNorm","5e-8"
"web-BerkStan","685230","7600595","7306.127","500","0.0000010904","pagerankL1Norm","1e-8"
"web-BerkStan","685230","7600595","7303.673","500","0.0000010904","pagerankL2Norm","1e-8"
"web-BerkStan","685230","7600595","952.42","65","8.2616e-7","pagerankLiNorm","1e-8"
"web-BerkStan","685230","7600595","7310.167","500","0.0000010904","pagerankL1Norm","5e-9"
"web-BerkStan","685230","7600595","7302.555","500","0.0000010904","pagerankL2Norm","5e-9"
"web-BerkStan","685230","7600595","1025.328","70","7.2815e-7","pagerankLiNorm","5e-9"
"web-BerkStan","685230","7600595","7304.432","500","0.0000010904","pagerankL1Norm","1e-9"
"web-BerkStan","685230","7600595","7306.235","500","0.0000010904","pagerankL2Norm","1e-9"
"web-BerkStan","685230","7600595","7304.081","500","0.0000010904","pagerankLiNorm","1e-9"
"web-BerkStan","685230","7600595","7304.794","500","0.0000010904","pagerankL1Norm","5e-10"
"web-BerkStan","685230","7600595","7306.565","500","0.0000010904","pagerankL2Norm","5e-10"
"web-BerkStan","685230","7600595","7300.894","500","0.0000010904","pagerankLiNorm","5e-10"
"web-BerkStan","685230","7600595","7303.845","500","0.0000010904","pagerankL1Norm","1e-10"
"web-BerkStan","685230","7600595","7306.22","500","0.0000010904","pagerankL2Norm","1e-10"
"web-BerkStan","685230","7600595","7303.853","500","0.0000010904","pagerankLiNorm","1e-10"
"web-Google","916428","5105039","1565.18","61","0","pagerank","0"
"web-Google","916428","5105039","28.594","1","0.48606","pagerankL1Norm","1"
"web-Google","916428","5105039","29.872","1","0.48606","pagerankL2Norm","1"
"web-Google","916428","5105039","28.611","1","0.48606","pagerankLiNorm","1"
"web-Google","916428","5105039","54.266","2","0.27533","pagerankL1Norm","0.5"
"web-Google","916428","5105039","28.632","1","0.48606","pagerankL2Norm","0.5"
"web-Google","916428","5105039","28.614","1","0.48606","pagerankLiNorm","0.5"
"web-Google","916428","5105039","105.478","4","0.11761","pagerankL1Norm","0.1"
"web-Google","916428","5105039","28.598","1","0.48606","pagerankL2Norm","0.1"
"web-Google","916428","5105039","28.615","1","0.48606","pagerankLiNorm","0.1"
"web-Google","916428","5105039","156.732","6","0.063448","pagerankL1Norm","0.05"
"web-Google","916428","5105039","28.621","1","0.48606","pagerankL2Norm","0.05"
"web-Google","916428","5105039","28.612","1","0.48606","pagerankLiNorm","0.05"
"web-Google","916428","5105039","285.853","11","0.018502","pagerankL1Norm","0.01"
"web-Google","916428","5105039","28.605","1","0.48606","pagerankL2Norm","0.01"
"web-Google","916428","5105039","28.599","1","0.48606","pagerankLiNorm","0.01"
"web-Google","916428","5105039","361.412","14","0.0096256","pagerankL1Norm","0.005"
"web-Google","916428","5105039","79.907","3","0.17245","pagerankL2Norm","0.005"
"web-Google","916428","5105039","28.613","1","0.48606","pagerankLiNorm","0.005"
"web-Google","916428","5105039","566.169","22","0.0019496","pagerankL1Norm","0.001"
"web-Google","916428","5105039","79.851","3","0.17245","pagerankL2Norm","0.001"
"web-Google","916428","5105039","54.25","2","0.27533","pagerankLiNorm","0.001"
"web-Google","916428","5105039","670.009","26","0.00091409","pagerankL1Norm","0.0005"
"web-Google","916428","5105039","79.849","3","0.17245","pagerankL2Norm","0.0005"
"web-Google","916428","5105039","79.879","3","0.17245","pagerankLiNorm","0.0005"
"web-Google","916428","5105039","898.663","35","0.00017437","pagerankL1Norm","0.0001"
"web-Google","916428","5105039","1154.53","45","0.000027026","pagerankL2Norm","0.0001"
"web-Google","916428","5105039","182.338","7","0.048425","pagerankLiNorm","0.0001"
"web-Google","916428","5105039","975.292","38","0.00010036","pagerankL1Norm","0.00005"
"web-Google","916428","5105039","1155.616","45","0.000027026","pagerankL2Norm","0.00005"
"web-Google","916428","5105039","284.776","11","0.018502","pagerankLiNorm","0.00005"
"web-Google","916428","5105039","1231.448","48","0.000015719","pagerankL1Norm","0.00001"
"web-Google","916428","5105039","1153.73","45","0.000027026","pagerankL2Norm","0.00001"
"web-Google","916428","5105039","540.827","21","0.0023568","pagerankLiNorm","0.00001"
"web-Google","916428","5105039","1331.806","52","0.0000071373","pagerankL1Norm","0.000005"
"web-Google","916428","5105039","1153.607","45","0.000027026","pagerankL2Norm","0.000005"
"web-Google","916428","5105039","668.265","26","0.00091409","pagerankLiNorm","0.000005"
"web-Google","916428","5105039","1563.574","61","0","pagerankL1Norm","0.000001"
"web-Google","916428","5105039","1154.153","45","0.000027026","pagerankL2Norm","0.000001"
"web-Google","916428","5105039","924.156","36","0.00014528","pagerankLiNorm","0.000001"
"web-Google","916428","5105039","1665.623","65","8.2834e-7","pagerankL1Norm","5e-7"
"web-Google","916428","5105039","2229.353","87","0.0000016005","pagerankL2Norm","5e-7"
"web-Google","916428","5105039","1026.646","40","0.000069639","pagerankLiNorm","5e-7"
"web-Google","916428","5105039","1922.169","75","0.0000014916","pagerankL1Norm","1e-7"
"web-Google","916428","5105039","12767.565","500","0.0000016155","pagerankL2Norm","1e-7"
"web-Google","916428","5105039","1283.208","50","0.000010647","pagerankLiNorm","1e-7"
"web-Google","916428","5105039","2024.495","79","0.0000015577","pagerankL1Norm","5e-8"
"web-Google","916428","5105039","12765.851","500","0.0000016155","pagerankL2Norm","5e-8"
"web-Google","916428","5105039","1385.756","54","0.0000046504","pagerankLiNorm","5e-8"
"web-Google","916428","5105039","2357.764","92","0.0000016147","pagerankL1Norm","1e-8"
"web-Google","916428","5105039","12774.568","500","0.0000016155","pagerankL2Norm","1e-8"
"web-Google","916428","5105039","1640.467","64","0.000001048","pagerankLiNorm","1e-8"
"web-Google","916428","5105039","12775.668","500","0.0000016155","pagerankL1Norm","5e-9"
"web-Google","916428","5105039","12762.713","500","0.0000016155","pagerankL2Norm","5e-9"
"web-Google","916428","5105039","1744.251","68","0.0000013418","pagerankLiNorm","5e-9"
"web-Google","916428","5105039","12762.178","500","0.0000016155","pagerankL1Norm","1e-9"
"web-Google","916428","5105039","12770.952","500","0.0000016155","pagerankL2Norm","1e-9"
"web-Google","916428","5105039","1999.322","78","0.0000015794","pagerankLiNorm","1e-9"
"web-Google","916428","5105039","12766.072","500","0.0000016155","pagerankL1Norm","5e-10"
"web-Google","916428","5105039","12761.398","500","0.0000016155","pagerankL2Norm","5e-10"
"web-Google","916428","5105039","2102.387","82","0.0000016015","pagerankLiNorm","5e-10"
"web-Google","916428","5105039","12768.178","500","0.0000016155","pagerankL1Norm","1e-10"
"web-Google","916428","5105039","12763.396","500","0.0000016155","pagerankL2Norm","1e-10"
"web-Google","916428","5105039","2381.348","93","0.000001606","pagerankLiNorm","1e-10"
"web-NotreDame","325729","1497134","239.021","58","0","pagerank","0"
"web-NotreDame","325729","1497134","4.735","1","0.48608","pagerankL1Norm","1"
"web-NotreDame","325729","1497134","4.719","1","0.48608","pagerankL2Norm","1"
"web-NotreDame","325729","1497134","4.715","1","0.48608","pagerankLiNorm","1"
"web-NotreDame","325729","1497134","4.723","1","0.48608","pagerankL1Norm","0.5"
"web-NotreDame","325729","1497134","4.718","1","0.48608","pagerankL2Norm","0.5"
"web-NotreDame","325729","1497134","4.714","1","0.48608","pagerankLiNorm","0.5"
"web-NotreDame","325729","1497134","16.987","4","0.1342","pagerankL1Norm","0.1"
"web-NotreDame","325729","1497134","4.718","1","0.48608","pagerankL2Norm","0.1"
"web-NotreDame","325729","1497134","4.719","1","0.48608","pagerankLiNorm","0.1"
"web-NotreDame","325729","1497134","21.233","5","0.098335","pagerankL1Norm","0.05"
"web-NotreDame","325729","1497134","4.722","1","0.48608","pagerankL2Norm","0.05"
"web-NotreDame","325729","1497134","4.719","1","0.48608","pagerankLiNorm","0.05"
"web-NotreDame","325729","1497134","41.77","10","0.029475","pagerankL1Norm","0.01"
"web-NotreDame","325729","1497134","8.821","2","0.30085","pagerankL2Norm","0.01"
"web-NotreDame","325729","1497134","4.718","1","0.48608","pagerankLiNorm","0.01"
"web-NotreDame","325729","1497134","53.794","13","0.015653","pagerankL1Norm","0.005"
"web-NotreDame","325729","1497134","21.056","5","0.098335","pagerankL2Norm","0.005"
"web-NotreDame","325729","1497134","12.896","3","0.19515","pagerankLiNorm","0.005"
"web-NotreDame","325729","1497134","82.589","20","0.0038545","pagerankL1Norm","0.001"
"web-NotreDame","325729","1497134","45.713","11","0.023813","pagerankL2Norm","0.001"
"web-NotreDame","325729","1497134","21.048","5","0.098335","pagerankLiNorm","0.001"
"web-NotreDame","325729","1497134","98.993","24","0.0018316","pagerankL1Norm","0.0005"
"web-NotreDame","325729","1497134","62.165","15","0.010288","pagerankL2Norm","0.0005"
"web-NotreDame","325729","1497134","25.266","6","0.074964","pagerankLiNorm","0.0005"
"web-NotreDame","325729","1497134","136.35","33","0.00034261","pagerankL1Norm","0.0001"
"web-NotreDame","325729","1497134","148.141","36","0.00019766","pagerankL2Norm","0.0001"
"web-NotreDame","325729","1497134","58.312","14","0.012678","pagerankLiNorm","0.0001"
"web-NotreDame","325729","1497134","148.463","36","0.00019766","pagerankL1Norm","0.00005"
"web-NotreDame","325729","1497134","181.528","44","0.000042372","pagerankL2Norm","0.00005"
"web-NotreDame","325729","1497134","70.286","17","0.0068859","pagerankLiNorm","0.00005"
"web-NotreDame","325729","1497134","185.566","45","0.00003464","pagerankL1Norm","0.00001"
"web-NotreDame","325729","1497134","258.701","63","0.0000022499","pagerankL2Norm","0.00001"
"web-NotreDame","325729","1497134","103.394","25","0.0015317","pagerankLiNorm","0.00001"
"web-NotreDame","325729","1497134","201.387","49","0.000014317","pagerankL1Norm","0.000005"
"web-NotreDame","325729","1497134","303.961","74","0.0000033101","pagerankL2Norm","0.000005"
"web-NotreDame","325729","1497134","119.501","29","0.00074879","pagerankLiNorm","0.000005"
"web-NotreDame","325729","1497134","239.181","58","0","pagerankL1Norm","0.000001"
"web-NotreDame","325729","1497134","2052.468","500","0.0000034637","pagerankL2Norm","0.000001"
"web-NotreDame","325729","1497134","156.912","38","0.00013818","pagerankLiNorm","0.000001"
"web-NotreDame","325729","1497134","256.062","62","0.0000018942","pagerankL1Norm","5e-7"
"web-NotreDame","325729","1497134","2053.578","500","0.0000034637","pagerankL2Norm","5e-7"
"web-NotreDame","325729","1497134","169.49","41","0.000078091","pagerankLiNorm","5e-7"
"web-NotreDame","325729","1497134","289.418","70","0.0000031371","pagerankL1Norm","1e-7"
"web-NotreDame","325729","1497134","2052.925","500","0.0000034637","pagerankL2Norm","1e-7"
"web-NotreDame","325729","1497134","210.393","51","0.0000089036","pagerankLiNorm","1e-7"
"web-NotreDame","325729","1497134","305.54","74","0.0000033101","pagerankL1Norm","5e-8"
"web-NotreDame","325729","1497134","2050.97","500","0.0000034637","pagerankL2Norm","5e-8"
"web-NotreDame","325729","1497134","226.799","55","0.000002762","pagerankLiNorm","5e-8"
"web-NotreDame","325729","1497134","2048.94","500","0.0000034637","pagerankL1Norm","1e-8"
"web-NotreDame","325729","1497134","2039.677","500","0.0000034637","pagerankL2Norm","1e-8"
"web-NotreDame","325729","1497134","262.854","64","0.0000024339","pagerankLiNorm","1e-8"
"web-NotreDame","325729","1497134","2034.593","500","0.0000034637","pagerankL1Norm","5e-9"
"web-NotreDame","325729","1497134","2032.585","500","0.0000034637","pagerankL2Norm","5e-9"
"web-NotreDame","325729","1497134","278.914","68","0.0000029892","pagerankLiNorm","5e-9"
"web-NotreDame","325729","1497134","2034.248","500","0.0000034637","pagerankL1Norm","1e-9"
"web-NotreDame","325729","1497134","2036.556","500","0.0000034637","pagerankL2Norm","1e-9"
"web-NotreDame","325729","1497134","2041.042","500","0.0000034637","pagerankLiNorm","1e-9"
"web-NotreDame","325729","1497134","2040.143","500","0.0000034637","pagerankL1Norm","5e-10"
"web-NotreDame","325729","1497134","2034.543","500","0.0000034637","pagerankL2Norm","5e-10"
"web-NotreDame","325729","1497134","2038.548","500","0.0000034637","pagerankLiNorm","5e-10"
"web-NotreDame","325729","1497134","2039.266","500","0.0000034637","pagerankL1Norm","1e-10"
"web-NotreDame","325729","1497134","2037.968","500","0.0000034637","pagerankL2Norm","1e-10"
"web-NotreDame","325729","1497134","2045.329","500","0.0000034637","pagerankLiNorm","1e-10"
"soc-Slashdot0811","77360","905468","93.875","55","0","pagerank","0"
"soc-Slashdot0811","77360","905468","1.796","1","0.29867","pagerankL1Norm","1"
"soc-Slashdot0811","77360","905468","1.794","1","0.29867","pagerankL2Norm","1"
"soc-Slashdot0811","77360","905468","1.791","1","0.29867","pagerankLiNorm","1"
"soc-Slashdot0811","77360","905468","3.489","2","0.14139","pagerankL1Norm","0.5"
"soc-Slashdot0811","77360","905468","1.797","1","0.29867","pagerankL2Norm","0.5"
"soc-Slashdot0811","77360","905468","1.798","1","0.29867","pagerankLiNorm","0.5"
"soc-Slashdot0811","77360","905468","5.225","3","0.08104","pagerankL1Norm","0.1"
"soc-Slashdot0811","77360","905468","1.794","1","0.29867","pagerankL2Norm","0.1"
"soc-Slashdot0811","77360","905468","1.793","1","0.29867","pagerankLiNorm","0.1"
"soc-Slashdot0811","77360","905468","6.867","4","0.048895","pagerankL1Norm","0.05"
"soc-Slashdot0811","77360","905468","1.797","1","0.29867","pagerankL2Norm","0.05"
"soc-Slashdot0811","77360","905468","1.798","1","0.29867","pagerankLiNorm","0.05"
"soc-Slashdot0811","77360","905468","12.029","7","0.019043","pagerankL1Norm","0.01"
"soc-Slashdot0811","77360","905468","2.115","1","0.29867","pagerankL2Norm","0.01"
"soc-Slashdot0811","77360","905468","1.845","1","0.29867","pagerankLiNorm","0.01"
"soc-Slashdot0811","77360","905468","13.808","8","0.015495","pagerankL1Norm","0.005"
"soc-Slashdot0811","77360","905468","5.183","3","0.08104","pagerankL2Norm","0.005"
"soc-Slashdot0811","77360","905468","1.796","1","0.29867","pagerankLiNorm","0.005"
"soc-Slashdot0811","77360","905468","25.495","15","0.0045815","pagerankL1Norm","0.001"
"soc-Slashdot0811","77360","905468","11.961","7","0.019043","pagerankL2Norm","0.001"
"soc-Slashdot0811","77360","905468","5.18","3","0.08104","pagerankLiNorm","0.001"
"soc-Slashdot0811","77360","905468","32.282","19","0.0023293","pagerankL1Norm","0.0005"
"soc-Slashdot0811","77360","905468","11.938","7","0.019043","pagerankL2Norm","0.0005"
"soc-Slashdot0811","77360","905468","5.189","3","0.08104","pagerankLiNorm","0.0005"
"soc-Slashdot0811","77360","905468","47.743","28","0.00050636","pagerankL1Norm","0.0001"
"soc-Slashdot0811","77360","905468","176.659","104","0.0000053657","pagerankL2Norm","0.0001"
"soc-Slashdot0811","77360","905468","8.703","5","0.032884","pagerankLiNorm","0.0001"
"soc-Slashdot0811","77360","905468","54.659","32","0.00025546","pagerankL1Norm","0.00005"
"soc-Slashdot0811","77360","905468","177.762","104","0.0000053657","pagerankL2Norm","0.00005"
"soc-Slashdot0811","77360","905468","8.645","5","0.032884","pagerankLiNorm","0.00005"
"soc-Slashdot0811","77360","905468","77.355","42","0.000043027","pagerankL1Norm","0.00001"
"soc-Slashdot0811","77360","905468","180.879","104","0.0000053657","pagerankL2Norm","0.00001"
"soc-Slashdot0811","77360","905468","17.24","10","0.01072","pagerankLiNorm","0.00001"
"soc-Slashdot0811","77360","905468","78.898","46","0.000019308","pagerankL1Norm","0.000005"
"soc-Slashdot0811","77360","905468","177.763","104","0.0000053657","pagerankL2Norm","0.000005"
"soc-Slashdot0811","77360","905468","22.389","13","0.006426","pagerankLiNorm","0.000005"
"soc-Slashdot0811","77360","905468","94.05","55","0","pagerankL1Norm","0.000001"
"soc-Slashdot0811","77360","905468","177.869","104","0.0000053657","pagerankL2Norm","0.000001"
"soc-Slashdot0811","77360","905468","34.06","20","0.0019667","pagerankLiNorm","0.000001"
"soc-Slashdot0811","77360","905468","102.323","60","0.0000031043","pagerankL1Norm","5e-7"
"soc-Slashdot0811","77360","905468","177.395","104","0.0000053657","pagerankL2Norm","5e-7"
"soc-Slashdot0811","77360","905468","41.019","24","0.00099893","pagerankLiNorm","5e-7"
"soc-Slashdot0811","77360","905468","117.974","69","0.0000049277","pagerankL1Norm","1e-7"
"soc-Slashdot0811","77360","905468","177.613","104","0.0000053657","pagerankL2Norm","1e-7"
"soc-Slashdot0811","77360","905468","58.476","34","0.00018089","pagerankLiNorm","1e-7"
"soc-Slashdot0811","77360","905468","124.315","73","0.0000051729","pagerankL1Norm","5e-8"
"soc-Slashdot0811","77360","905468","177.299","104","0.0000053657","pagerankL2Norm","5e-8"
"soc-Slashdot0811","77360","905468","64.567","38","0.000089601","pagerankLiNorm","5e-8"
"soc-Slashdot0811","77360","905468","138.051","81","0.0000053391","pagerankL1Norm","1e-8"
"soc-Slashdot0811","77360","905468","177.811","104","0.0000053657","pagerankL2Norm","1e-8"
"soc-Slashdot0811","77360","905468","81.891","48","0.000012239","pagerankLiNorm","1e-8"
"soc-Slashdot0811","77360","905468","142.022","83","0.0000053503","pagerankL1Norm","5e-9"
"soc-Slashdot0811","77360","905468","177.205","104","0.0000053657","pagerankL2Norm","5e-9"
"soc-Slashdot0811","77360","905468","88.665","52","0.0000035938","pagerankLiNorm","5e-9"
"soc-Slashdot0811","77360","905468","152.104","89","0.0000053623","pagerankL1Norm","1e-9"
"soc-Slashdot0811","77360","905468","177.241","104","0.0000053657","pagerankL2Norm","1e-9"
"soc-Slashdot0811","77360","905468","104.47","61","0.0000034703","pagerankLiNorm","1e-9"
"soc-Slashdot0811","77360","905468","158.017","93","0.0000053648","pagerankL1Norm","5e-10"
"soc-Slashdot0811","77360","905468","177.101","104","0.0000053657","pagerankL2Norm","5e-10"
"soc-Slashdot0811","77360","905468","110.828","65","0.000004441","pagerankLiNorm","5e-10"
"soc-Slashdot0811","77360","905468","165.716","97","0.0000053655","pagerankL1Norm","1e-10"
"soc-Slashdot0811","77360","905468","177.726","104","0.0000053657","pagerankL2Norm","1e-10"
"soc-Slashdot0811","77360","905468","129.891","76","0.0000052702","pagerankLiNorm","1e-10"
"soc-Slashdot0902","82168","948464","103.229","56","0","pagerank","0"
"soc-Slashdot0902","82168","948464","1.983","1","0.29771","pagerankL1Norm","1"
"soc-Slashdot0902","82168","948464","1.983","1","0.29771","pagerankL2Norm","1"
"soc-Slashdot0902","82168","948464","1.984","1","0.29771","pagerankLiNorm","1"
"soc-Slashdot0902","82168","948464","3.822","2","0.14223","pagerankL1Norm","0.5"
"soc-Slashdot0902","82168","948464","1.983","1","0.29771","pagerankL2Norm","0.5"
"soc-Slashdot0902","82168","948464","1.985","1","0.29771","pagerankLiNorm","0.5"
"soc-Slashdot0902","82168","948464","5.662","3","0.081422","pagerankL1Norm","0.1"
"soc-Slashdot0902","82168","948464","1.979","1","0.29771","pagerankL2Norm","0.1"
"soc-Slashdot0902","82168","948464","1.994","1","0.29771","pagerankLiNorm","0.1"
"soc-Slashdot0902","82168","948464","7.498","4","0.049717","pagerankL1Norm","0.05"
"soc-Slashdot0902","82168","948464","1.979","1","0.29771","pagerankL2Norm","0.05"
"soc-Slashdot0902","82168","948464","2.008","1","0.29771","pagerankLiNorm","0.05"
"soc-Slashdot0902","82168","948464","13.011","7","0.02191","pagerankL1Norm","0.01"
"soc-Slashdot0902","82168","948464","1.985","1","0.29771","pagerankL2Norm","0.01"
"soc-Slashdot0902","82168","948464","1.985","1","0.29771","pagerankLiNorm","0.01"
"soc-Slashdot0902","82168","948464","14.871","8","0.01814","pagerankL1Norm","0.005"
"soc-Slashdot0902","82168","948464","5.671","3","0.081422","pagerankL2Norm","0.005"
"soc-Slashdot0902","82168","948464","1.985","1","0.29771","pagerankLiNorm","0.005"
"soc-Slashdot0902","82168","948464","29.589","16","0.0046158","pagerankL1Norm","0.001"
"soc-Slashdot0902","82168","948464","13.027","7","0.02191","pagerankL2Norm","0.001"
"soc-Slashdot0902","82168","948464","3.82","2","0.14223","pagerankLiNorm","0.001"
"soc-Slashdot0902","82168","948464","36.942","20","0.0023378","pagerankL1Norm","0.0005"
"soc-Slashdot0902","82168","948464","13.033","7","0.02191","pagerankL2Norm","0.0005"
"soc-Slashdot0902","82168","948464","5.664","3","0.081422","pagerankLiNorm","0.0005"
"soc-Slashdot0902","82168","948464","53.49","29","0.00050416","pagerankL1Norm","0.0001"
"soc-Slashdot0902","82168","948464","151.381","82","0.000004978","pagerankL2Norm","0.0001"
"soc-Slashdot0902","82168","948464","9.347","5","0.034763","pagerankLiNorm","0.0001"
"soc-Slashdot0902","82168","948464","60.886","33","0.0002532","pagerankL1Norm","0.00005"
"soc-Slashdot0902","82168","948464","151.181","82","0.000004978","pagerankL2Norm","0.00005"
"soc-Slashdot0902","82168","948464","9.347","5","0.034763","pagerankLiNorm","0.00005"
"soc-Slashdot0902","82168","948464","79.375","43","0.000042018","pagerankL1Norm","0.00001"
"soc-Slashdot0902","82168","948464","151.107","82","0.000004978","pagerankL2Norm","0.00001"
"soc-Slashdot0902","82168","948464","16.709","9","0.015212","pagerankLiNorm","0.00001"
"soc-Slashdot0902","82168","948464","86.622","47","0.000018765","pagerankL1Norm","0.000005"
"soc-Slashdot0902","82168","948464","151.39","82","0.000004978","pagerankL2Norm","0.000005"
"soc-Slashdot0902","82168","948464","20.389","11","0.010811","pagerankLiNorm","0.000005"
"soc-Slashdot0902","82168","948464","103.197","56","0","pagerankL1Norm","0.000001"
"soc-Slashdot0902","82168","948464","151.124","82","0.000004978","pagerankL2Norm","0.000001"
"soc-Slashdot0902","82168","948464","38.828","21","0.0019722","pagerankLiNorm","0.000001"
"soc-Slashdot0902","82168","948464","110.549","60","0.0000025342","pagerankL1Norm","5e-7"
"soc-Slashdot0902","82168","948464","151.1","82","0.000004978","pagerankL2Norm","5e-7"
"soc-Slashdot0902","82168","948464","46.17","25","0.00099872","pagerankLiNorm","5e-7"
"soc-Slashdot0902","82168","948464","127.12","69","0.0000045464","pagerankL1Norm","1e-7"
"soc-Slashdot0902","82168","948464","188.201","102","0.0000049962","pagerankL2Norm","1e-7"
"soc-Slashdot0902","82168","948464","62.735","34","0.00021281","pagerankLiNorm","1e-7"
"soc-Slashdot0902","82168","948464","134.46","73","0.0000047953","pagerankL1Norm","5e-8"
"soc-Slashdot0902","82168","948464","187.941","102","0.0000049962","pagerankL2Norm","5e-8"
"soc-Slashdot0902","82168","948464","70.079","38","0.00010531","pagerankLiNorm","5e-8"
"soc-Slashdot0902","82168","948464","149.157","81","0.000004972","pagerankL1Norm","1e-8"
"soc-Slashdot0902","82168","948464","187.934","102","0.0000049962","pagerankL2Norm","1e-8"
"soc-Slashdot0902","82168","948464","88.496","48","0.000015046","pagerankLiNorm","1e-8"
"soc-Slashdot0902","82168","948464","152.873","83","0.0000049825","pagerankL1Norm","5e-9"
"soc-Slashdot0902","82168","948464","187.957","102","0.0000049962","pagerankL2Norm","5e-9"
"soc-Slashdot0902","82168","948464","95.839","52","0.0000051017","pagerankLiNorm","5e-9"
"soc-Slashdot0902","82168","948464","163.929","89","0.0000049938","pagerankL1Norm","1e-9"
"soc-Slashdot0902","82168","948464","188.192","102","0.0000049962","pagerankL2Norm","1e-9"
"soc-Slashdot0902","82168","948464","112.398","61","0.0000029301","pagerankLiNorm","1e-9"
"soc-Slashdot0902","82168","948464","169.388","92","0.0000049954","pagerankL1Norm","5e-10"
"soc-Slashdot0902","82168","948464","187.916","102","0.0000049962","pagerankL2Norm","5e-10"
"soc-Slashdot0902","82168","948464","119.763","65","0.0000040231","pagerankLiNorm","5e-10"
"soc-Slashdot0902","82168","948464","176.774","96","0.0000049962","pagerankL1Norm","1e-10"
"soc-Slashdot0902","82168","948464","187.947","102","0.0000049962","pagerankL2Norm","1e-10"
"soc-Slashdot0902","82168","948464","143.732","78","0.0000049358","pagerankLiNorm","1e-10"
"soc-Epinions1","75888","508837","82.047","54","0","pagerank","0"
"soc-Epinions1","75888","508837","1.737","1","0.55459","pagerankL1Norm","1"
"soc-Epinions1","75888","508837","1.738","1","0.55459","pagerankL2Norm","1"
"soc-Epinions1","75888","508837","1.738","1","0.55459","pagerankLiNorm","1"
"soc-Epinions1","75888","508837","3.252","2","0.28995","pagerankL1Norm","0.5"
"soc-Epinions1","75888","508837","1.737","1","0.55459","pagerankL2Norm","0.5"
"soc-Epinions1","75888","508837","1.738","1","0.55459","pagerankLiNorm","0.5"
"soc-Epinions1","75888","508837","6.285","4","0.10728","pagerankL1Norm","0.1"
"soc-Epinions1","75888","508837","1.739","1","0.55459","pagerankL2Norm","0.1"
"soc-Epinions1","75888","508837","1.74","1","0.55459","pagerankLiNorm","0.1"
"soc-Epinions1","75888","508837","7.799","5","0.069107","pagerankL1Norm","0.05"
"soc-Epinions1","75888","508837","1.738","1","0.55459","pagerankL2Norm","0.05"
"soc-Epinions1","75888","508837","1.737","1","0.55459","pagerankLiNorm","0.05"
"soc-Epinions1","75888","508837","13.856","9","0.013832","pagerankL1Norm","0.01"
"soc-Epinions1","75888","508837","3.253","2","0.28995","pagerankL2Norm","0.01"
