graph,order,size,time,iterations,error,technique,tolerance
"coPapersCiteseer","434102","32073440","4370.605","103","0.0000038566","pagerankL1Norm","1e-10"
"coPapersCiteseer","434102","32073440","21164.309","500","0.0000038566","pagerankL2Norm","1e-10"
"coPapersCiteseer","434102","32073440","2079.406","49","0.0000019555","pagerankLiNorm","1e-10"
"coPapersDBLP","540486","30491458","2074.163","49","0","pagerank","0"
"coPapersDBLP","540486","30491458","43.25","1","0.20521","pagerankL1Norm","1"
"coPapersDBLP","540486","30491458","42.985","1","0.20521","pagerankL2Norm","1"
"coPapersDBLP","540486","30491458","42.888","1","0.20521","pagerankLiNorm","1"
"coPapersDBLP","540486","30491458","43.235","1","0.20521","pagerankL1Norm","0.5"
"coPapersDBLP","540486","30491458","42.978","1","0.20521","pagerankL2Norm","0.5"
"coPapersDBLP","540486","30491458","42.971","1","0.20521","pagerankLiNorm","0.5"
"coPapersDBLP","540486","30491458","85.439","2","0.13025","pagerankL1Norm","0.1"
"coPapersDBLP","540486","30491458","42.965","1","0.20521","pagerankL2Norm","0.1"
"coPapersDBLP","540486","30491458","42.879","1","0.20521","pagerankLiNorm","0.1"
"coPapersDBLP","540486","30491458","127.947","3","0.092066","pagerankL1Norm","0.05"
"coPapersDBLP","540486","30491458","42.981","1","0.20521","pagerankL2Norm","0.05"
"coPapersDBLP","540486","30491458","42.923","1","0.20521","pagerankLiNorm","0.05"
"coPapersDBLP","540486","30491458","296.901","7","0.029598","pagerankL1Norm","0.01"
"coPapersDBLP","540486","30491458","43.008","1","0.20521","pagerankL2Norm","0.01"
"coPapersDBLP","540486","30491458","42.939","1","0.20521","pagerankLiNorm","0.01"
"coPapersDBLP","540486","30491458","423.988","10","0.014116","pagerankL1Norm","0.005"
"coPapersDBLP","540486","30491458","42.956","1","0.20521","pagerankL2Norm","0.005"
"coPapersDBLP","540486","30491458","42.997","1","0.20521","pagerankLiNorm","0.005"
"coPapersDBLP","540486","30491458","677.522","16","0.0036026","pagerankL1Norm","0.001"
"coPapersDBLP","540486","30491458","42.978","1","0.20521","pagerankL2Norm","0.001"
"coPapersDBLP","540486","30491458","42.906","1","0.20521","pagerankLiNorm","0.001"
"coPapersDBLP","540486","30491458","804.278","19","0.0018788","pagerankL1Norm","0.0005"
"coPapersDBLP","540486","30491458","85.157","2","0.13025","pagerankL2Norm","0.0005"
"coPapersDBLP","540486","30491458","42.96","1","0.20521","pagerankLiNorm","0.0005"
"coPapersDBLP","540486","30491458","1142.261","27","0.00034977","pagerankL1Norm","0.0001"
"coPapersDBLP","540486","30491458","84.97","2","0.13025","pagerankL2Norm","0.0001"
"coPapersDBLP","540486","30491458","42.905","1","0.20521","pagerankLiNorm","0.0001"
"coPapersDBLP","540486","30491458","1270.708","30","0.00018797","pagerankL1Norm","0.00005"
"coPapersDBLP","540486","30491458","589.606","14","0.0056152","pagerankL2Norm","0.00005"
"coPapersDBLP","540486","30491458","42.959","1","0.20521","pagerankLiNorm","0.00005"
"coPapersDBLP","540486","30491458","1607.73","38","0.000034416","pagerankL1Norm","0.00001"
"coPapersDBLP","540486","30491458","1177.404","28","0.00028433","pagerankL2Norm","0.00001"
"coPapersDBLP","540486","30491458","84.961","2","0.13025","pagerankLiNorm","0.00001"
"coPapersDBLP","540486","30491458","1734.767","41","0.000017037","pagerankL1Norm","0.000005"
"coPapersDBLP","540486","30491458","1429.898","34","0.000081657","pagerankL2Norm","0.000005"
"coPapersDBLP","540486","30491458","126.983","3","0.092066","pagerankLiNorm","0.000005"
"coPapersDBLP","540486","30491458","2073.145","49","0","pagerankL1Norm","0.000001"
"coPapersDBLP","540486","30491458","2103.92","50","7.9982e-7","pagerankL2Norm","0.000001"
"coPapersDBLP","540486","30491458","295.022","7","0.029598","pagerankLiNorm","0.000001"
"coPapersDBLP","540486","30491458","2242.476","53","0.0000024219","pagerankL1Norm","5e-7"
"coPapersDBLP","540486","30491458","2356.448","56","0.0000033027","pagerankL2Norm","5e-7"
"coPapersDBLP","540486","30491458","379.271","9","0.017957","pagerankLiNorm","5e-7"
"coPapersDBLP","540486","30491458","2582.265","61","0.0000039418","pagerankL1Norm","1e-7"
"coPapersDBLP","540486","30491458","3026.752","72","0.0000042319","pagerankL2Norm","1e-7"
"coPapersDBLP","540486","30491458","715.292","17","0.0028947","pagerankLiNorm","1e-7"
"coPapersDBLP","540486","30491458","2708.359","64","0.0000041022","pagerankL1Norm","5e-8"
"coPapersDBLP","540486","30491458","3115.879","74","0.000004239","pagerankL2Norm","5e-8"
"coPapersDBLP","540486","30491458","883.117","21","0.0012268","pagerankLiNorm","5e-8"
"coPapersDBLP","540486","30491458","3005.853","71","0.0000042263","pagerankL1Norm","1e-8"
"coPapersDBLP","540486","30491458","3282.175","78","0.0000042448","pagerankL2Norm","1e-8"
"coPapersDBLP","540486","30491458","1218.932","29","0.0002312","pagerankLiNorm","1e-8"
"coPapersDBLP","540486","30491458","3090.053","73","0.000004236","pagerankL1Norm","5e-9"
"coPapersDBLP","540486","30491458","4075.481","97","0.0000042478","pagerankL2Norm","5e-9"
"coPapersDBLP","540486","30491458","1302.867","31","0.00015278","pagerankLiNorm","5e-9"
"coPapersDBLP","540486","30491458","3339.848","79","0.0000042455","pagerankL1Norm","1e-9"
"coPapersDBLP","540486","30491458","4158.538","99","0.0000042478","pagerankL2Norm","1e-9"
"coPapersDBLP","540486","30491458","1639.802","39","0.000027443","pagerankLiNorm","1e-9"
"coPapersDBLP","540486","30491458","3466.634","82","0.0000042467","pagerankL1Norm","5e-10"
"coPapersDBLP","540486","30491458","20993.037","500","0.0000042478","pagerankL2Norm","5e-10"
"coPapersDBLP","540486","30491458","1808.776","43","0.000010043","pagerankLiNorm","5e-10"
"coPapersDBLP","540486","30491458","21096.889","500","0.0000042478","pagerankL1Norm","1e-10"
"coPapersDBLP","540486","30491458","20990.062","500","0.0000042478","pagerankL2Norm","1e-10"
"coPapersDBLP","540486","30491458","2187.015","52","0.000001985","pagerankLiNorm","1e-10"
"indochina-2004","7414866","194109311","19410.266","61","0","pagerank","0"
"indochina-2004","7414866","194109311","333.905","1","0.5282","pagerankL1Norm","1"
"indochina-2004","7414866","194109311","334.29","1","0.5282","pagerankL2Norm","1"
"indochina-2004","7414866","194109311","334.402","1","0.5282","pagerankLiNorm","1"
"indochina-2004","7414866","194109311","662.157","2","0.2938","pagerankL1Norm","0.5"
"indochina-2004","7414866","194109311","334.82","1","0.5282","pagerankL2Norm","0.5"
"indochina-2004","7414866","194109311","334.239","1","0.5282","pagerankLiNorm","0.5"
"indochina-2004","7414866","194109311","1290.307","4","0.13551","pagerankL1Norm","0.1"
"indochina-2004","7414866","194109311","333.913","1","0.5282","pagerankL2Norm","0.1"
"indochina-2004","7414866","194109311","333.984","1","0.5282","pagerankLiNorm","0.1"
"indochina-2004","7414866","194109311","1934.517","6","0.075811","pagerankL1Norm","0.05"
"indochina-2004","7414866","194109311","334.652","1","0.5282","pagerankL2Norm","0.05"
"indochina-2004","7414866","194109311","334.113","1","0.5282","pagerankLiNorm","0.05"
"indochina-2004","7414866","194109311","3516.055","11","0.02307","pagerankL1Norm","0.01"
"indochina-2004","7414866","194109311","333.937","1","0.5282","pagerankL2Norm","0.01"
"indochina-2004","7414866","194109311","334.252","1","0.5282","pagerankLiNorm","0.01"
"indochina-2004","7414866","194109311","4470.335","14","0.012131","pagerankL1Norm","0.005"
"indochina-2004","7414866","194109311","1607.638","5","0.099745","pagerankL2Norm","0.005"
"indochina-2004","7414866","194109311","334.056","1","0.5282","pagerankLiNorm","0.005"
"indochina-2004","7414866","194109311","7025.177","22","0.0024628","pagerankL1Norm","0.001"
"indochina-2004","7414866","194109311","1608.118","5","0.099745","pagerankL2Norm","0.001"
"indochina-2004","7414866","194109311","661.9","2","0.2938","pagerankLiNorm","0.001"
"indochina-2004","7414866","194109311","7968.803","25","0.0013902","pagerankL1Norm","0.0005"
"indochina-2004","7414866","194109311","1927.268","6","0.075811","pagerankL2Norm","0.0005"
"indochina-2004","7414866","194109311","972.485","3","0.19088","pagerankLiNorm","0.0005"
"indochina-2004","7414866","194109311","10840.688","34","0.00026277","pagerankL1Norm","0.0001"
"indochina-2004","7414866","194109311","7661.911","24","0.0016799","pagerankL2Norm","0.0001"
"indochina-2004","7414866","194109311","2563.887","8","0.04584","pagerankLiNorm","0.0001"
"indochina-2004","7414866","194109311","12123.42","38","0.00012667","pagerankL1Norm","0.00005"
"indochina-2004","7414866","194109311","10207.768","32","0.00037833","pagerankL2Norm","0.00005"
"indochina-2004","7414866","194109311","3198.512","10","0.028808","pagerankLiNorm","0.00005"
"indochina-2004","7414866","194109311","15001.284","47","0.000023697","pagerankL1Norm","0.00001"
"indochina-2004","7414866","194109311","16584.168","52","0.0000089993","pagerankL2Norm","0.00001"
"indochina-2004","7414866","194109311","5427.08","17","0.0065722","pagerankLiNorm","0.00001"
"indochina-2004","7414866","194109311","16255.084","51","0.000010566","pagerankL1Norm","0.000005"
"indochina-2004","7414866","194109311","19134.332","60","9.3302e-7","pagerankL2Norm","0.000005"
"indochina-2004","7414866","194109311","6391.682","20","0.0036293","pagerankLiNorm","0.000005"
"indochina-2004","7414866","194109311","19467.264","61","0","pagerankL1Norm","0.000001"
"indochina-2004","7414866","194109311","159080.828","500","0.0000022981","pagerankL2Norm","0.000001"
"indochina-2004","7414866","194109311","9569.54","30","0.00054684","pagerankLiNorm","0.000001"
"indochina-2004","7414866","194109311","21031.699","66","0.000001581","pagerankL1Norm","5e-7"
"indochina-2004","7414866","194109311","158295.297","500","0.0000022981","pagerankL2Norm","5e-7"
"indochina-2004","7414866","194109311","10800.311","34","0.00026277","pagerankLiNorm","5e-7"
"indochina-2004","7414866","194109311","158062.891","500","0.0000022981","pagerankL1Norm","1e-7"
"indochina-2004","7414866","194109311","158353.047","500","0.0000022981","pagerankL2Norm","1e-7"
"indochina-2004","7414866","194109311","13982.511","44","0.000042257","pagerankLiNorm","1e-7"
"indochina-2004","7414866","194109311","158094.656","500","0.0000022981","pagerankL1Norm","5e-8"
"indochina-2004","7414866","194109311","158225.469","500","0.0000022981","pagerankL2Norm","5e-8"
"indochina-2004","7414866","194109311","15233.206","48","0.00001993","pagerankLiNorm","5e-8"
"indochina-2004","7414866","194109311","158073.734","500","0.0000022981","pagerankL1Norm","1e-8"
"indochina-2004","7414866","194109311","158399.406","500","0.0000022981","pagerankL2Norm","1e-8"
"indochina-2004","7414866","194109311","158364.656","500","0.0000022981","pagerankLiNorm","1e-8"
"indochina-2004","7414866","194109311","158116.5","500","0.0000022981","pagerankL1Norm","5e-9"
"indochina-2004","7414866","194109311","158116.922","500","0.0000022981","pagerankL2Norm","5e-9"
"indochina-2004","7414866","194109311","158158.203","500","0.0000022981","pagerankLiNorm","5e-9"
"indochina-2004","7414866","194109311","158152.25","500","0.0000022981","pagerankL1Norm","1e-9"
"indochina-2004","7414866","194109311","158298.547","500","0.0000022981","pagerankL2Norm","1e-9"
"indochina-2004","7414866","194109311","158129.969","500","0.0000022981","pagerankLiNorm","1e-9"
"indochina-2004","7414866","194109311","158079.531","500","0.0000022981","pagerankL1Norm","5e-10"
"indochina-2004","7414866","194109311","158363.75","500","0.0000022981","pagerankL2Norm","5e-10"
"indochina-2004","7414866","194109311","158370.844","500","0.0000022981","pagerankLiNorm","5e-10"
"indochina-2004","7414866","194109311","158139.203","500","0.0000022981","pagerankL1Norm","1e-10"
"indochina-2004","7414866","194109311","158092.312","500","0.0000022981","pagerankL2Norm","1e-10"
"indochina-2004","7414866","194109311","158134.281","500","0.0000022981","pagerankLiNorm","1e-10"
"italy_osm","6686493","14027956","4525.951","63","0","pagerank","0"
"italy_osm","6686493","14027956","82.426","1","0.037756","pagerankL1Norm","1"
"italy_osm","6686493","14027956","82.408","1","0.037756","pagerankL2Norm","1"
"italy_osm","6686493","14027956","82.231","1","0.037756","pagerankLiNorm","1"
"italy_osm","6686493","14027956","82.257","1","0.037756","pagerankL1Norm","0.5"
"italy_osm","6686493","14027956","81.966","1","0.037756","pagerankL2Norm","0.5"
"italy_osm","6686493","14027956","82.157","1","0.037756","pagerankLiNorm","0.5"
"italy_osm","6686493","14027956","82.287","1","0.037756","pagerankL1Norm","0.1"
"italy_osm","6686493","14027956","82.411","1","0.037756","pagerankL2Norm","0.1"
"italy_osm","6686493","14027956","82.798","1","0.037756","pagerankLiNorm","0.1"
"italy_osm","6686493","14027956","225.533","3","0.019628","pagerankL1Norm","0.05"
"italy_osm","6686493","14027956","82.298","1","0.037756","pagerankL2Norm","0.05"
"italy_osm","6686493","14027956","82.571","1","0.037756","pagerankLiNorm","0.05"
"italy_osm","6686493","14027956","724.763","10","0.004293","pagerankL1Norm","0.01"
"italy_osm","6686493","14027956","82.147","1","0.037756","pagerankL2Norm","0.01"
"italy_osm","6686493","14027956","82.444","1","0.037756","pagerankLiNorm","0.01"
"italy_osm","6686493","14027956","1009.007","14","0.002001","pagerankL1Norm","0.005"
"italy_osm","6686493","14027956","82.303","1","0.037756","pagerankL2Norm","0.005"
"italy_osm","6686493","14027956","82.232","1","0.037756","pagerankLiNorm","0.005"
"italy_osm","6686493","14027956","1645.469","23","0.00038596","pagerankL1Norm","0.001"
"italy_osm","6686493","14027956","82.197","1","0.037756","pagerankL2Norm","0.001"
"italy_osm","6686493","14027956","82.168","1","0.037756","pagerankLiNorm","0.001"
"italy_osm","6686493","14027956","1877.26","26","0.00022732","pagerankL1Norm","0.0005"
"italy_osm","6686493","14027956","81.909","1","0.037756","pagerankL2Norm","0.0005"
"italy_osm","6686493","14027956","82.209","1","0.037756","pagerankLiNorm","0.0005"
"italy_osm","6686493","14027956","2577.472","36","0.000039664","pagerankL1Norm","0.0001"
"italy_osm","6686493","14027956","82.114","1","0.037756","pagerankL2Norm","0.0001"
"italy_osm","6686493","14027956","82.557","1","0.037756","pagerankLiNorm","0.0001"
"italy_osm","6686493","14027956","2856.792","40","0.000019995","pagerankL1Norm","0.00005"
"italy_osm","6686493","14027956","224.061","3","0.019628","pagerankL2Norm","0.00005"
"italy_osm","6686493","14027956","81.983","1","0.037756","pagerankLiNorm","0.00005"
"italy_osm","6686493","14027956","3506.23","49","0.0000037949","pagerankL1Norm","0.00001"
"italy_osm","6686493","14027956","1078.485","15","0.0016617","pagerankL2Norm","0.00001"
"italy_osm","6686493","14027956","81.959","1","0.037756","pagerankLiNorm","0.00001"
"italy_osm","6686493","14027956","3779.928","53","0.0000017222","pagerankL1Norm","0.000005"
"italy_osm","6686493","14027956","1645.952","23","0.00038596","pagerankL2Norm","0.000005"
"italy_osm","6686493","14027956","82.293","1","0.037756","pagerankLiNorm","0.000005"
"italy_osm","6686493","14027956","4494.313","63","0","pagerankL1Norm","0.000001"
"italy_osm","6686493","14027956","2787.552","39","0.000022977","pagerankL2Norm","0.000001"
"italy_osm","6686493","14027956","82.579","1","0.037756","pagerankLiNorm","0.000001"
"italy_osm","6686493","14027956","4785.535","67","1.8363e-7","pagerankL1Norm","5e-7"
"italy_osm","6686493","14027956","3360.263","47","0.0000054983","pagerankL2Norm","5e-7"
"italy_osm","6686493","14027956","82.354","1","0.037756","pagerankLiNorm","5e-7"
"italy_osm","6686493","14027956","35563.758","500","4.6837e-7","pagerankL1Norm","1e-7"
"italy_osm","6686493","14027956","4654.372","65","1.0858e-7","pagerankL2Norm","1e-7"
"italy_osm","6686493","14027956","591.708","8","0.0063764","pagerankLiNorm","1e-7"
"italy_osm","6686493","14027956","35142.488","500","4.6837e-7","pagerankL1Norm","5e-8"
"italy_osm","6686493","14027956","5213.017","75","3.0366e-7","pagerankL2Norm","5e-8"
"italy_osm","6686493","14027956","845.068","12","0.002921","pagerankLiNorm","5e-8"
"italy_osm","6686493","14027956","34660.586","500","4.6837e-7","pagerankL1Norm","1e-8"
"italy_osm","6686493","14027956","34727.93","500","4.6837e-7","pagerankL2Norm","1e-8"
"italy_osm","6686493","14027956","1476.696","21","0.00055378","pagerankLiNorm","1e-8"
"italy_osm","6686493","14027956","34737.883","500","4.6837e-7","pagerankL1Norm","5e-9"
"italy_osm","6686493","14027956","35385.18","500","4.6837e-7","pagerankL2Norm","5e-9"
"italy_osm","6686493","14027956","2248.738","25","0.00027064","pagerankLiNorm","5e-9"
"italy_osm","6686493","14027956","37187.426","500","4.6837e-7","pagerankL1Norm","1e-9"
"italy_osm","6686493","14027956","34511.586","500","4.6837e-7","pagerankL2Norm","1e-9"
"italy_osm","6686493","14027956","2365.179","34","0.000055954","pagerankLiNorm","1e-9"
"italy_osm","6686493","14027956","34643.949","500","4.6837e-7","pagerankL1Norm","5e-10"
"italy_osm","6686493","14027956","34428.656","500","4.6837e-7","pagerankL2Norm","5e-10"
"italy_osm","6686493","14027956","2635.216","38","0.000028103","pagerankLiNorm","5e-10"
"italy_osm","6686493","14027956","34708.523","500","4.6837e-7","pagerankL1Norm","1e-10"
"italy_osm","6686493","14027956","34502.465","500","4.6837e-7","pagerankL2Norm","1e-10"
"italy_osm","6686493","14027956","3268.685","47","0.0000054983","pagerankLiNorm","1e-10"
"great-britain_osm","7733822","16313034","7173.307","67","0","pagerank","0"
"great-britain_osm","7733822","16313034","118.024","1","0.078761","pagerankL1Norm","1"
"great-britain_osm","7733822","16313034","120.002","1","0.078761","pagerankL2Norm","1"
"great-britain_osm","7733822","16313034","118.235","1","0.078761","pagerankLiNorm","1"
"great-britain_osm","7733822","16313034","118.016","1","0.078761","pagerankL1Norm","0.5"
"great-britain_osm","7733822","16313034","118.136","1","0.078761","pagerankL2Norm","0.5"
"great-britain_osm","7733822","16313034","118.112","1","0.078761","pagerankLiNorm","0.5"
"great-britain_osm","7733822","16313034","331.349","3","0.040878","pagerankL1Norm","0.1"
"great-britain_osm","7733822","16313034","118.08","1","0.078761","pagerankL2Norm","0.1"
"great-britain_osm","7733822","16313034","118.325","1","0.078761","pagerankLiNorm","0.1"
"great-britain_osm","7733822","16313034","651.508","6","0.020391","pagerankL1Norm","0.05"
"great-britain_osm","7733822","16313034","117.961","1","0.078761","pagerankL2Norm","0.05"
"great-britain_osm","7733822","16313034","118.198","1","0.078761","pagerankLiNorm","0.05"
"great-britain_osm","7733822","16313034","1506.189","14","0.0042095","pagerankL1Norm","0.01"
"great-britain_osm","7733822","16313034","121.92","1","0.078761","pagerankL2Norm","0.01"
"great-britain_osm","7733822","16313034","118.318","1","0.078761","pagerankLiNorm","0.01"
"great-britain_osm","7733822","16313034","1939.686","18","0.0020089","pagerankL1Norm","0.005"
"great-britain_osm","7733822","16313034","118.039","1","0.078761","pagerankL2Norm","0.005"
"great-britain_osm","7733822","16313034","118.155","1","0.078761","pagerankLiNorm","0.005"
"great-britain_osm","7733822","16313034","2892.286","27","0.00039632","pagerankL1Norm","0.001"
"great-britain_osm","7733822","16313034","117.949","1","0.078761","pagerankL2Norm","0.001"
"great-britain_osm","7733822","16313034","118.1","1","0.078761","pagerankLiNorm","0.001"
"great-britain_osm","7733822","16313034","3321.176","31","0.00019532","pagerankL1Norm","0.0005"
"great-britain_osm","7733822","16313034","118.094","1","0.078761","pagerankL2Norm","0.0005"
"great-britain_osm","7733822","16313034","118.152","1","0.078761","pagerankLiNorm","0.0005"
"great-britain_osm","7733822","16313034","4288.843","40","0.000041049","pagerankL1Norm","0.0001"
"great-britain_osm","7733822","16313034","331.607","3","0.040878","pagerankL2Norm","0.0001"
"great-britain_osm","7733822","16313034","118.256","1","0.078761","pagerankLiNorm","0.0001"
"great-britain_osm","7733822","16313034","4707.944","44","0.000020756","pagerankL1Norm","0.00005"
"great-britain_osm","7733822","16313034","548.849","5","0.025572","pagerankL2Norm","0.00005"
"great-britain_osm","7733822","16313034","118.24","1","0.078761","pagerankLiNorm","0.00005"
"great-britain_osm","7733822","16313034","5672.858","53","0.0000039258","pagerankL1Norm","0.00001"
"great-britain_osm","7733822","16313034","2253.956","21","0.0011612","pagerankL2Norm","0.00001"
"great-britain_osm","7733822","16313034","118.207","1","0.078761","pagerankLiNorm","0.00001"
"great-britain_osm","7733822","16313034","6108.476","57","0.0000017765","pagerankL1Norm","0.000005"
"great-britain_osm","7733822","16313034","3106.311","29","0.00027809","pagerankL2Norm","0.000005"
"great-britain_osm","7733822","16313034","118.085","1","0.078761","pagerankLiNorm","0.000005"
"great-britain_osm","7733822","16313034","7170.122","67","0","pagerankL1Norm","0.000001"
"great-britain_osm","7733822","16313034","4813.661","45","0.00001674","pagerankL2Norm","0.000001"
"great-britain_osm","7733822","16313034","118.251","1","0.078761","pagerankLiNorm","0.000001"
"great-britain_osm","7733822","16313034","7706.868","72","6.2294e-7","pagerankL1Norm","5e-7"
"great-britain_osm","7733822","16313034","5666.617","53","0.0000039258","pagerankL2Norm","5e-7"
"great-britain_osm","7733822","16313034","118.177","1","0.078761","pagerankLiNorm","5e-7"
"great-britain_osm","7733822","16313034","53090.688","500","5.4908e-7","pagerankL1Norm","1e-7"
"great-britain_osm","7733822","16313034","7368.957","71","1.7888e-7","pagerankL2Norm","1e-7"
"great-britain_osm","7733822","16313034","944.433","9","0.011031","pagerankLiNorm","1e-7"
"great-britain_osm","7733822","16313034","51654.336","500","5.4908e-7","pagerankL1Norm","5e-8"
"great-britain_osm","7733822","16313034","51804.07","500","5.4908e-7","pagerankL2Norm","5e-8"
"great-britain_osm","7733822","16313034","1363.756","13","0.0050755","pagerankLiNorm","5e-8"
"great-britain_osm","7733822","16313034","51664.094","500","5.4908e-7","pagerankL1Norm","1e-8"
"great-britain_osm","7733822","16313034","51803.68","500","5.4908e-7","pagerankL2Norm","1e-8"
"great-britain_osm","7733822","16313034","2296.878","22","0.00097171","pagerankLiNorm","1e-8"
"great-britain_osm","7733822","16313034","51624.605","500","5.4908e-7","pagerankL1Norm","5e-9"
"great-britain_osm","7733822","16313034","51770.039","500","5.4908e-7","pagerankL2Norm","5e-9"
"great-britain_osm","7733822","16313034","2710.069","26","0.00047501","pagerankLiNorm","5e-9"
"great-britain_osm","7733822","16313034","51641.195","500","5.4908e-7","pagerankL1Norm","1e-9"
"great-britain_osm","7733822","16313034","51782.09","500","5.4908e-7","pagerankL2Norm","1e-9"
"great-britain_osm","7733822","16313034","3748.96","36","0.000081926","pagerankLiNorm","1e-9"
"great-britain_osm","7733822","16313034","51646.719","500","5.4908e-7","pagerankL1Norm","5e-10"
"great-britain_osm","7733822","16313034","51793.711","500","5.4908e-7","pagerankL2Norm","5e-10"
"great-britain_osm","7733822","16313034","4169.021","40","0.000041049","pagerankLiNorm","5e-10"
"great-britain_osm","7733822","16313034","51641.445","500","5.4908e-7","pagerankL1Norm","1e-10"
"great-britain_osm","7733822","16313034","51644.707","500","5.4908e-7","pagerankL2Norm","1e-10"
"great-britain_osm","7733822","16313034","5086.421","49","0.0000082029","pagerankLiNorm","1e-10"
"germany_osm","11548845","24738362","11241.975","65","0","pagerank","0"
"germany_osm","11548845","24738362","189.344","1","0.068314","pagerankL1Norm","1"
"germany_osm","11548845","24738362","188.952","1","0.068314","pagerankL2Norm","1"
"germany_osm","11548845","24738362","189.04","1","0.068314","pagerankLiNorm","1"
"germany_osm","11548845","24738362","188.831","1","0.068314","pagerankL1Norm","0.5"
"germany_osm","11548845","24738362","188.783","1","0.068314","pagerankL2Norm","0.5"
"germany_osm","11548845","24738362","189.247","1","0.068314","pagerankLiNorm","0.5"
"germany_osm","11548845","24738362","533.11","3","0.034785","pagerankL1Norm","0.1"
"germany_osm","11548845","24738362","188.884","1","0.068314","pagerankL2Norm","0.1"
"germany_osm","11548845","24738362","189.172","1","0.068314","pagerankLiNorm","0.1"
"germany_osm","11548845","24738362","876.891","5","0.021265","pagerankL1Norm","0.05"
"germany_osm","11548845","24738362","188.779","1","0.068314","pagerankL2Norm","0.05"
"germany_osm","11548845","24738362","188.971","1","0.068314","pagerankLiNorm","0.05"
"germany_osm","11548845","24738362","2255.038","13","0.0041448","pagerankL1Norm","0.01"
"germany_osm","11548845","24738362","188.725","1","0.068314","pagerankL2Norm","0.01"
"germany_osm","11548845","24738362","188.758","1","0.068314","pagerankLiNorm","0.01"
"germany_osm","11548845","24738362","2957.842","17","0.0019491","pagerankL1Norm","0.005"
"germany_osm","11548845","24738362","188.82","1","0.068314","pagerankL2Norm","0.005"
"germany_osm","11548845","24738362","188.997","1","0.068314","pagerankLiNorm","0.005"
"germany_osm","11548845","24738362","4327.042","25","0.00045106","pagerankL1Norm","0.001"
"germany_osm","11548845","24738362","198.631","1","0.068314","pagerankL2Norm","0.001"
"germany_osm","11548845","24738362","188.914","1","0.068314","pagerankLiNorm","0.001"
"germany_osm","11548845","24738362","5008.291","29","0.00022027","pagerankL1Norm","0.0005"
"germany_osm","11548845","24738362","188.849","1","0.068314","pagerankL2Norm","0.0005"
"germany_osm","11548845","24738362","188.89","1","0.068314","pagerankLiNorm","0.0005"
"germany_osm","11548845","24738362","6566.396","38","0.000045408","pagerankL1Norm","0.0001"
"germany_osm","11548845","24738362","188.712","1","0.068314","pagerankL2Norm","0.0001"
"germany_osm","11548845","24738362","188.975","1","0.068314","pagerankLiNorm","0.0001"
"germany_osm","11548845","24738362","7250.694","42","0.00002279","pagerankL1Norm","0.00005"
"germany_osm","11548845","24738362","544.018","3","0.034785","pagerankL2Norm","0.00005"
"germany_osm","11548845","24738362","188.997","1","0.068314","pagerankLiNorm","0.00005"
"germany_osm","11548845","24738362","8991.266","52","0.0000043716","pagerankL1Norm","0.00001"
"germany_osm","11548845","24738362","2950.268","17","0.0019491","pagerankL2Norm","0.00001"
"germany_osm","11548845","24738362","189.031","1","0.068314","pagerankLiNorm","0.00001"
"germany_osm","11548845","24738362","9674.987","56","0.000002404","pagerankL1Norm","0.000005"
"germany_osm","11548845","24738362","4000.089","23","0.00064564","pagerankL2Norm","0.000005"
"germany_osm","11548845","24738362","188.908","1","0.068314","pagerankLiNorm","0.000005"
"germany_osm","11548845","24738362","11236.229","65","0","pagerankL1Norm","0.000001"
"germany_osm","11548845","24738362","7109.516","41","0.000026253","pagerankL2Norm","0.000001"
"germany_osm","11548845","24738362","188.987","1","0.068314","pagerankLiNorm","0.000001"
"germany_osm","11548845","24738362","11932.74","69","2.0366e-7","pagerankL1Norm","5e-7"
"germany_osm","11548845","24738362","8488.5","49","0.0000062157","pagerankL2Norm","5e-7"
"germany_osm","11548845","24738362","189.193","1","0.068314","pagerankLiNorm","5e-7"
"germany_osm","11548845","24738362","86366.383","500","5.1559e-7","pagerankL1Norm","1e-7"
"germany_osm","11548845","24738362","11600.829","67","1.2117e-7","pagerankL2Norm","1e-7"
"germany_osm","11548845","24738362","1570.605","9","0.0090937","pagerankLiNorm","1e-7"
"germany_osm","11548845","24738362","86301.102","500","5.1559e-7","pagerankL1Norm","5e-8"
"germany_osm","11548845","24738362","12572.523","75","3.167e-7","pagerankL2Norm","5e-8"
"germany_osm","11548845","24738362","2192.523","13","0.0041448","pagerankLiNorm","5e-8"
"germany_osm","11548845","24738362","83083.547","500","5.1559e-7","pagerankL1Norm","1e-8"
"germany_osm","11548845","24738362","83421.031","500","5.1559e-7","pagerankL2Norm","1e-8"
"germany_osm","11548845","24738362","3696.05","22","0.00077575","pagerankLiNorm","1e-8"
"germany_osm","11548845","24738362","83120.266","500","5.1559e-7","pagerankL1Norm","5e-9"
"germany_osm","11548845","24738362","83684.633","500","5.1559e-7","pagerankL2Norm","5e-9"
"germany_osm","11548845","24738362","4375.533","26","0.00037708","pagerankLiNorm","5e-9"
"germany_osm","11548845","24738362","83176.43","500","5.1559e-7","pagerankL1Norm","1e-9"
"germany_osm","11548845","24738362","83528.086","500","5.1559e-7","pagerankL2Norm","1e-9"
"germany_osm","11548845","24738362","5871.82","35","0.000075668","pagerankLiNorm","1e-9"
"germany_osm","11548845","24738362","83131.164","500","5.1559e-7","pagerankL1Norm","5e-10"
